Parent Dir, File Name, String, Line containing string
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, sys/types.h, #include <sys/types.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, string.h, #include <string.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, errno.h, #include <errno.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h, #include <C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, C:\\Users\\brinson\\Documents\\Lang\\dirent.h,   #include <C:\\Users\\brinson\\Documents\\Lang\\dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, dirent.h,   #include <dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Example.cpp, limits.h, #include <limits.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, cstdlib, #include <cstdlib>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, cstdio, #include <cstdio>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, tchar.h, #include <tchar.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, ConditionalIncludes.hpp, #include "ConditionalIncludes.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, sortedVector10.hpp, #include "sortedVector10.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, DirTree9.hpp, #include "DirTree9.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, SearchDirs8.hpp, #include "SearchDirs8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, SearchForStringFcns8.hpp, #include "SearchForStringFcns8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, parseTokens8.hpp, #include "parseTokens8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, #include,    searchPatterns.push_back("#include");
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes.cpp, Exclude,       // Exclude commented out or other spurious lines with the #include text.
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, TCHAR.h, #include <TCHAR.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, ConditionalIncludes.hpp, #include "ConditionalIncludes.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, sortedVector8.hpp, #include "sortedVector8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, DirTree8.hpp, #include "DirTree8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, SearchDirs8.hpp, #include "SearchDirs8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, SearchForStringFcns8.hpp, #include "SearchForStringFcns8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, parseTokens8.hpp, #include "parseTokens8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludes1.cpp, search,    // search string, e.g. all files containing "#include"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, cstdlib, #include <cstdlib>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, cstdio, #include <cstdio>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, tchar.h, #include <tchar.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, set, #include <set>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, map, #include <map>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, new, //#include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, ConditionalIncludes.hpp, #include "ConditionalIncludes.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, DirTree11.hpp, #include "DirTree11.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, SearchDirs8.hpp, #include "SearchDirs8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, SearchForStringFcns8.hpp, #include "SearchForStringFcns8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, parseTokens8.hpp, #include "parseTokens8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, sortedVector10.hpp, #include "sortedVector10.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, #include,    searchPatterns.push_back("#include");
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, FindAllIncludesRecursive.cpp, Exclude,          // Exclude commented out or other spurious lines with the #include text.
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Main.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Main.cpp, fstream, #include <fstream>      // std::ifstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, Main.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, limits.h, #include <limits.h>     // defines PATH_MAX
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h, #include <C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, C:\\Users\\brinson\\Documents\\Lang\\dirent.h,   #include <C:\\Users\\brinson\\Documents\\Lang\\dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs3.cpp, dirent.h,   #include <dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, limits.h, #include <limits.h>     // defines PATH_MAX
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h, #include <C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, C:\\Users\\brinson\\Documents\\Lang\\dirent.h,   #include <C:\\Users\\brinson\\Documents\\Lang\\dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, dirent.h,   #include <dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs4.cpp, algorithm, #include <algorithm>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, TCHAR.h, #include <TCHAR.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, SearchDirs5.hpp, #include "SearchDirs5.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, SearchForStringFcns.hpp, #include "SearchForStringFcns.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, parseTokens.hpp, #include "parseTokens.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, U:\\Bill\\LANG\\VCC_2012\\Brin_Inc\\fcn_s_MACROS.h,    #include <U:\\Bill\\LANG\\VCC_2012\\Brin_Inc\\fcn_s_MACROS.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, U:\\Bill\\LANG\\dirent_include\\dirent.h,       #include <U:\\Bill\\LANG\\dirent_include\\dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, dirent.h,      #include <dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h,    #include <C:\\Users\\brinson\\Documents\\Lang\\fcn_s_MACROS.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, C:\\Users\\brinson\\Documents\\Lang\\dirent.h,       #include <C:\\Users\\brinson\\Documents\\Lang\\dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs5.cpp, dirent.h,      #include <dirent.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, TCHAR.h, #include <TCHAR.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, ConditionalIncludes.hpp, #include "ConditionalIncludes.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, DirTree.hpp, #include "DirTree.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, SearchDirs6.hpp, #include "SearchDirs6.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, SearchForStringFcns.hpp, #include "SearchForStringFcns.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, parseTokens.hpp, #include "parseTokens.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs6.cpp, search,    // search string, e.g. all files containing "#include"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, TCHAR.h, #include <TCHAR.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, iostream, #include <iostream>     // std::cout
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, fstream, #include <fstream>      // std::ifstream, ofstream
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, string, #include <string>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, cstring, #include <cstring>  // strerror()
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, vector, #include <vector>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, new, #include <new>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, algorithm, #include <algorithm>  // transsform() , e.g. toupper
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, ConditionalIncludes.hpp, #include "ConditionalIncludes.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, sortedVector10.hpp, #include "sortedVector10.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, dirTree11.hpp, #include "dirTree11.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, SearchDirs8.hpp, #include "SearchDirs8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, SearchForStringFcns8.hpp, #include "SearchForStringFcns8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, parseTokens8.hpp, #include "parseTokens8.hpp"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SeachDirs8.cpp, search,    // search string, e.g. all files containing "#include"
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SearchForStringFcns8.cpp, stdlib.h, #include <stdlib.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SearchForStringFcns8.cpp, stdio.h, #include <stdio.h>
U:\Bill\UTILITYS\MSVS2013\SearchFiles1wGit\SourceCode\, SearchForStringFcns8.cpp, iostream, #include <iostream>     // std::cout
